"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12854","passes","","Mon Aug 12 16:11:38 ART 2024","passed","Mon Aug 12 16:11:51 ART 2024","","template spec","template spec","passes"
